Date,Open,High,Low,Close,Adj Close,Volume
2018-01-04,1106.900024,1112.250000,1092.000000,1106.550049,1074.069214,450896
2018-01-05,1105.800049,1123.500000,1102.050049,1107.650024,1075.136841,568810
2018-01-08,1107.650024,1135.400024,1107.650024,1116.199951,1083.435913,468360
2018-01-09,1116.199951,1127.900024,1083.599976,1089.300049,1057.325562,639168
2018-01-10,1085.000000,1115.000000,1074.650024,1079.300049,1047.619019,807750
2018-01-11,1085.000000,1107.000000,1075.050049,1101.550049,1069.215942,459962
2018-01-12,1106.900024,1110.000000,1083.500000,1093.800049,1061.693481,276559
2018-01-15,1093.800049,1093.800049,1020.000000,1078.349976,1046.697021,279071
2018-01-16,1079.000000,1102.800049,1075.000000,1092.750000,1060.674316,804279
2018-01-17,1091.000000,1111.900024,1078.199951,1107.550049,1075.039795,840913
2018-01-18,1107.550049,1119.750000,1081.099976,1090.400024,1058.393188,582399
2018-01-19,1090.000000,1103.599976,1082.599976,1098.300049,1066.061401,322347
2018-01-22,1095.949951,1103.699951,1067.250000,1077.849976,1046.211548,690857
2018-01-23,1079.000000,1107.650024,1079.000000,1101.349976,1069.021851,1019038
2018-01-24,1104.949951,1126.099976,1086.500000,1102.900024,1070.526245,821655
2018-01-25,1100.000000,1126.000000,1095.099976,1120.300049,1087.415527,2015896
2018-01-29,1115.000000,1115.000000,1082.000000,1100.400024,1068.099609,909205
2018-01-30,1100.000000,1108.250000,1068.250000,1079.900024,1048.201416,662548
2018-01-31,1079.900024,1079.900024,1009.000000,1039.400024,1008.890198,960918
2018-02-01,1050.000000,1058.599976,1022.500000,1043.800049,1013.161072,763908
2018-02-02,1025.000000,1051.250000,1006.799988,1028.250000,998.067444,1850108
2018-02-05,1005.000000,1048.599976,1000.000000,1034.650024,1004.279602,545693
2018-02-06,982.400024,1016.000000,978.349976,1003.200012,973.752808,659453
2018-02-07,1010.000000,1023.750000,1005.700012,1013.250000,983.507751,382513
2018-02-08,1016.000000,1049.900024,1016.000000,1029.900024,999.669067,424810
2018-02-09,1005.000000,1028.000000,1005.000000,1016.549988,986.710938,472189
2018-02-12,1022.000000,1043.000000,1017.500000,1036.500000,1006.075256,488773
2018-02-14,1040.000000,1065.800049,1031.300049,1050.699951,1019.858521,365498
2018-02-15,1055.000000,1059.900024,1037.050049,1048.099976,1017.334839,260354
2018-02-16,1052.550049,1068.250000,1035.550049,1045.650024,1014.956787,632838
2018-02-19,1042.000000,1045.000000,1007.250000,1016.799988,986.953613,502939
2018-02-20,1016.799988,1029.750000,1002.400024,1013.900024,984.138794,396055
2018-02-21,1018.000000,1024.699951,997.299988,1006.750000,977.198608,628446
2018-02-22,997.049988,1025.650024,997.049988,1019.250000,989.331665,775993
2018-02-23,1017.000000,1052.449951,1016.900024,1050.099976,1019.276184,806228
2018-02-26,1060.000000,1063.000000,1032.250000,1035.349976,1004.959106,240854
2018-02-27,1035.800049,1045.000000,1025.699951,1035.550049,1005.153259,338955
2018-02-28,1030.000000,1034.449951,1016.500000,1025.900024,995.786560,362857
2018-03-01,1026.900024,1032.449951,1017.250000,1018.450012,988.555176,272425
2018-03-05,1018.000000,1019.900024,1008.000000,1012.099976,982.391541,472011
2018-03-06,1012.000000,1023.700012,1009.500000,1013.700012,983.944641,409750
2018-03-07,1011.700012,1016.200012,985.000000,990.799988,961.716797,571021
2018-03-08,992.150024,1007.000000,980.500000,1002.700012,973.267517,405968
2018-03-09,1000.200012,1014.150024,996.799988,998.700012,969.384949,371889
2018-03-12,1005.000000,1018.200012,997.049988,1013.799988,984.041687,244331
2018-03-13,1014.000000,1050.000000,1008.000000,1035.449951,1005.056152,839762
2018-03-14,1029.000000,1061.949951,1028.800049,1054.849976,1023.886719,411421
2018-03-15,1058.000000,1106.050049,1056.000000,1084.550049,1052.714966,1000506
2018-03-16,1084.550049,1099.000000,1064.000000,1087.150024,1055.238647,629875
2018-03-19,1090.000000,1111.900024,1071.550049,1088.000000,1056.063599,614731
2018-03-20,1080.099976,1105.000000,1070.000000,1094.400024,1062.275879,545426
2018-03-21,1105.000000,1109.949951,1081.150024,1085.949951,1054.073853,498066
2018-03-22,1083.000000,1096.900024,1066.099976,1068.800049,1037.427246,422829
2018-03-23,1059.900024,1061.949951,1024.650024,1037.699951,1007.240051,710829
2018-03-26,1026.050049,1061.400024,1026.050049,1055.199951,1024.226318,341662
2018-03-27,1065.000000,1099.599976,1048.000000,1087.650024,1055.723999,855115
2018-03-28,1082.500000,1124.800049,1082.000000,1090.199951,1058.199097,1588702
2018-04-02,1092.099976,1102.349976,1079.250000,1090.349976,1058.344727,279687
2018-04-03,1085.099976,1116.250000,1085.099976,1109.199951,1076.641357,405008
2018-04-04,1125.000000,1141.800049,1087.949951,1096.750000,1064.556763,619642
2018-04-05,1110.449951,1126.699951,1101.199951,1118.699951,1085.862427,783319
2018-04-06,1119.050049,1123.800049,1102.500000,1114.250000,1081.543091,225924
2018-04-09,1115.099976,1141.400024,1115.099976,1129.849976,1096.685059,465413
2018-04-10,1131.849976,1168.000000,1131.500000,1143.650024,1110.080078,1402585
2018-04-11,1150.000000,1150.000000,1110.000000,1122.650024,1089.696533,385766
2018-04-12,1115.050049,1136.650024,1111.500000,1120.800049,1087.901001,320269
2018-04-13,1122.000000,1153.900024,1120.000000,1145.500000,1111.875732,665920
2018-04-16,1147.500000,1177.000000,1133.349976,1173.250000,1138.811279,798396
2018-04-17,1177.000000,1190.000000,1173.949951,1180.550049,1145.897095,523489
2018-04-18,1182.000000,1203.400024,1171.000000,1174.900024,1140.412842,879419
2018-04-19,1172.000000,1189.900024,1163.250000,1179.750000,1145.120483,561972
2018-04-20,1175.699951,1199.000000,1167.599976,1194.250000,1159.194824,258462
2018-04-23,1199.949951,1199.949951,1175.050049,1178.449951,1143.858521,335330
2018-04-24,1189.699951,1208.750000,1171.900024,1178.250000,1143.664551,729547
2018-04-25,1178.250000,1186.699951,1156.949951,1160.849976,1126.775269,435624
2018-04-26,1158.050049,1176.000000,1147.349976,1171.250000,1136.869995,502965
2018-04-27,1179.900024,1195.000000,1165.000000,1188.699951,1153.807617,480121
2018-04-30,1195.000000,1201.400024,1184.050049,1197.500000,1162.349487,174054
2018-05-02,1204.750000,1204.750000,1181.449951,1188.800049,1153.904907,509127
2018-05-03,1189.000000,1203.000000,1177.400024,1198.349976,1163.174561,408993
2018-05-04,1204.449951,1204.449951,1179.099976,1191.949951,1156.962402,284847
2018-05-07,1190.000000,1213.800049,1180.349976,1208.500000,1173.026489,373131
2018-05-08,1215.000000,1220.849976,1202.750000,1211.250000,1175.695923,570345
2018-05-09,1209.900024,1209.900024,1191.650024,1195.300049,1160.214111,167176
2018-05-10,1194.000000,1204.699951,1184.000000,1190.300049,1155.360962,260948
2018-05-11,1194.000000,1223.000000,1183.150024,1200.699951,1165.455444,608254
2018-05-14,1196.000000,1202.000000,1160.000000,1172.650024,1138.228882,541698
2018-05-15,1155.000000,1180.000000,1128.550049,1149.849976,1116.098145,358690
2018-05-16,1148.000000,1171.000000,1139.050049,1165.150024,1130.949097,531175
2018-05-17,1186.900024,1213.000000,1161.000000,1165.900024,1131.677124,994750
2018-05-18,1168.000000,1173.949951,1151.250000,1156.550049,1122.601563,165721
2018-05-21,1160.000000,1163.349976,1125.900024,1138.550049,1105.129883,208137
2018-05-22,1133.300049,1138.400024,1116.800049,1121.599976,1088.677368,577110
2018-05-23,1125.000000,1125.000000,1081.500000,1093.349976,1061.256592,513617
2018-05-24,1093.099976,1133.750000,1089.199951,1128.699951,1095.568970,449315
2018-05-25,1129.849976,1154.800049,1113.800049,1148.849976,1115.127441,240092
2018-05-28,1160.000000,1167.650024,1080.000000,1092.150024,1060.091797,918222
2018-05-29,1090.099976,1092.000000,1056.349976,1066.750000,1035.437500,753542
2018-05-30,1060.050049,1065.000000,1042.199951,1051.550049,1020.683655,605331
2018-05-31,1053.000000,1069.250000,1044.300049,1047.449951,1016.703857,2300110
2018-06-01,1049.349976,1061.000000,1026.400024,1053.250000,1022.333557,543631
2018-06-04,1057.900024,1064.650024,1035.500000,1047.150024,1016.412781,400870
2018-06-05,1052.000000,1054.500000,1015.250000,1035.400024,1005.007629,536791
2018-06-06,1039.599976,1060.000000,1029.500000,1054.449951,1023.498413,273602
2018-06-07,1055.800049,1072.250000,1053.050049,1059.349976,1028.254639,268495
2018-06-08,1055.000000,1079.900024,1045.000000,1052.099976,1021.217468,547755
2018-06-11,1052.000000,1057.349976,1018.349976,1024.599976,994.524658,458526
2018-06-12,1023.299988,1076.000000,1020.000000,1064.150024,1032.913818,1371537
2018-06-13,1064.949951,1072.099976,1038.099976,1040.300049,1009.763855,499228
2018-06-14,1044.500000,1094.949951,1039.050049,1084.750000,1052.909058,1978196
2018-06-15,1087.000000,1111.250000,1063.900024,1100.949951,1068.633423,1940627
2018-06-18,1100.650024,1116.900024,1082.150024,1100.400024,1068.099609,1278580
2018-06-19,1090.000000,1107.099976,1080.199951,1091.849976,1059.800537,957879
2018-06-20,1090.000000,1107.500000,1070.400024,1083.050049,1051.259033,516618
2018-06-21,1086.250000,1090.000000,1051.000000,1056.250000,1025.245605,463272
2018-06-22,1050.449951,1055.250000,1033.000000,1044.250000,1013.597778,493344
2018-06-25,1048.000000,1060.949951,1029.050049,1032.849976,1002.532532,319767
2018-06-26,1034.800049,1053.400024,1029.750000,1043.000000,1012.384583,518815
2018-06-27,1042.000000,1052.199951,1012.950012,1019.700012,989.768555,722523
2018-06-28,1022.000000,1027.000000,994.950012,1000.150024,970.792297,1136478
2018-06-29,1003.500000,1042.500000,1003.000000,1038.599976,1008.113586,374782
2018-07-02,1041.900024,1057.000000,1025.250000,1050.400024,1019.567322,559319
2018-07-03,1051.000000,1096.949951,1036.500000,1085.800049,1053.928345,1241172
2018-07-04,1086.000000,1105.949951,1072.000000,1102.300049,1069.943970,1347815
2018-07-05,1095.000000,1107.349976,1073.949951,1077.500000,1045.871826,1060147
2018-07-06,1080.000000,1087.699951,1070.099976,1074.000000,1042.474609,374934
2018-07-09,1077.699951,1104.800049,1074.449951,1095.599976,1063.440552,1196862
2018-07-10,1100.000000,1104.949951,1078.199951,1090.849976,1058.829956,415562
2018-07-11,1091.000000,1127.000000,1080.000000,1122.199951,1089.259644,1147280
2018-07-12,1122.199951,1139.699951,1102.400024,1106.349976,1073.875000,1044297
2018-07-13,1114.599976,1129.900024,1091.099976,1108.300049,1075.767822,660138
2018-07-16,1108.050049,1108.050049,1064.050049,1070.050049,1038.640503,513097
2018-07-17,1069.699951,1080.000000,1040.000000,1074.650024,1043.105469,951853
2018-07-18,1076.000000,1093.500000,1065.000000,1085.199951,1053.345825,572307
2018-07-19,1080.000000,1092.000000,1072.000000,1078.199951,1046.551270,197820
2018-07-20,1081.000000,1098.300049,1073.050049,1090.599976,1058.587402,344871
2018-07-23,1090.599976,1097.750000,1074.949951,1080.699951,1048.977905,399079
2018-07-24,1081.000000,1092.349976,1075.000000,1083.500000,1051.695801,614412
2018-07-25,1084.849976,1105.000000,1076.650024,1096.949951,1064.750977,696780
2018-07-26,1105.000000,1110.000000,1067.349976,1075.699951,1044.124634,524569
2018-07-27,1079.949951,1106.750000,1077.099976,1103.000000,1070.623291,343379
2018-07-30,1102.000000,1163.449951,1091.250000,1156.599976,1122.650024,2177271
2018-07-31,1145.000000,1164.550049,1131.050049,1149.449951,1115.709839,565352
2018-08-01,1149.449951,1173.949951,1145.099976,1163.750000,1129.590210,482301
2018-08-02,1165.550049,1207.500000,1159.050049,1200.300049,1165.067261,1309397
2018-08-03,1200.800049,1217.000000,1186.400024,1208.099976,1172.638184,1039224
2018-08-06,1205.000000,1221.900024,1160.000000,1192.699951,1157.690430,2336944
2018-08-07,1196.000000,1199.900024,1151.599976,1162.500000,1128.376831,859755
2018-08-08,1169.500000,1169.949951,1124.050049,1131.949951,1098.723511,1567894
2018-08-09,1130.000000,1141.300049,1111.050049,1114.949951,1082.222534,839082
2018-08-10,1115.000000,1135.000000,1100.000000,1124.300049,1091.298096,962927
2018-08-13,1117.500000,1134.000000,1110.849976,1120.199951,1087.318481,325959
2018-08-14,1119.900024,1157.599976,1080.000000,1154.550049,1120.660278,466382
2018-08-16,1154.400024,1166.800049,1141.099976,1164.400024,1130.221069,451485
2018-08-17,1166.000000,1185.949951,1148.650024,1174.750000,1140.267212,959814
2018-08-20,1178.000000,1256.849976,1178.000000,1246.699951,1210.105225,2795952
2018-08-21,1258.000000,1259.050049,1229.050049,1247.699951,1211.075806,1794448
2018-08-23,1255.000000,1314.900024,1245.099976,1294.150024,1256.162476,2201914
2018-08-24,1298.000000,1308.800049,1275.800049,1301.000000,1262.811401,849165
2018-08-27,1310.000000,1319.000000,1291.400024,1298.000000,1259.899414,631476
2018-08-28,1294.000000,1300.000000,1266.599976,1280.900024,1243.301392,635318
2018-08-29,1272.000000,1313.449951,1268.250000,1276.750000,1239.273193,1565025
2018-08-30,1280.099976,1307.000000,1266.750000,1300.849976,1262.665894,1028865
2018-08-31,1298.000000,1328.000000,1295.000000,1305.900024,1277.387207,1235827
2018-09-03,1314.900024,1327.000000,1278.000000,1287.099976,1258.997559,873820
2018-09-04,1290.000000,1297.400024,1254.050049,1263.650024,1236.059814,716718
2018-09-05,1269.900024,1293.250000,1259.050049,1278.050049,1250.145386,811104
2018-09-06,1290.000000,1324.000000,1281.199951,1317.000000,1288.244751,1723420
2018-09-07,1319.000000,1331.400024,1300.849976,1313.500000,1284.821411,1139483
2018-09-10,1312.900024,1329.000000,1268.050049,1278.800049,1250.878906,826691
2018-09-11,1278.800049,1290.250000,1232.800049,1244.650024,1217.474609,837631
2018-09-12,1243.000000,1290.750000,1233.099976,1271.550049,1243.787109,1186268
2018-09-14,1280.050049,1334.000000,1275.449951,1329.550049,1300.520874,1525334
2018-09-17,1328.000000,1403.050049,1317.050049,1364.699951,1334.903320,4137410
2018-09-18,1366.000000,1393.000000,1353.099976,1379.800049,1349.673706,1408422
2018-09-19,1379.750000,1408.000000,1370.000000,1391.150024,1360.775879,1346458
2018-09-21,1407.900024,1407.900024,1304.050049,1387.949951,1357.645630,1484382
2018-09-24,1387.900024,1401.599976,1348.650024,1361.750000,1332.017700,890761
2018-09-25,1365.000000,1396.000000,1355.099976,1388.400024,1358.085938,1029316
2018-09-26,1400.000000,1425.000000,1371.050049,1385.349976,1355.102417,1804070
2018-09-27,1386.099976,1395.750000,1361.099976,1365.900024,1336.077271,645479
2018-09-28,1366.050049,1383.699951,1295.849976,1310.900024,1282.278076,1189157
2018-10-01,1314.099976,1329.449951,1281.000000,1319.599976,1290.787964,842259
2018-10-03,1305.099976,1325.900024,1283.500000,1309.150024,1280.566284,937244
2018-10-04,1304.000000,1305.699951,1260.250000,1283.900024,1255.867432,1197193
2018-10-05,1275.000000,1315.000000,1268.400024,1281.650024,1253.666748,876772
2018-10-08,1273.900024,1294.699951,1250.050049,1277.449951,1249.558350,707482
2018-10-09,1278.000000,1297.199951,1235.449951,1248.050049,1220.800293,1206742
2018-10-10,1247.000000,1305.000000,1246.949951,1297.750000,1269.415039,868523
2018-10-11,1260.000000,1292.000000,1235.300049,1250.949951,1223.636841,675008
2018-10-12,1259.900024,1296.750000,1259.900024,1282.300049,1254.302490,825580
2018-10-15,1285.949951,1312.650024,1277.000000,1299.750000,1271.371338,791699
2018-10-16,1306.750000,1324.699951,1281.000000,1307.599976,1279.050049,815814
2018-10-17,1315.000000,1319.449951,1291.699951,1301.199951,1272.789795,693098
2018-10-19,1310.000000,1340.650024,1278.400024,1285.250000,1257.188110,1205785
2018-10-22,1287.000000,1305.000000,1277.000000,1292.050049,1263.839722,503682
2018-10-23,1285.000000,1311.900024,1241.500000,1249.699951,1222.414185,962440
2018-10-24,1255.300049,1270.000000,1212.500000,1241.000000,1213.904175,1237155
2018-10-25,1238.000000,1265.000000,1225.199951,1253.000000,1225.642212,1084503
2018-10-26,1261.000000,1278.400024,1236.750000,1255.800049,1228.381104,858836
2018-10-29,1330.000000,1452.650024,1324.849976,1440.150024,1408.706055,5731814
2018-10-30,1444.250000,1500.500000,1436.500000,1485.750000,1453.310425,3338430
2018-10-31,1485.000000,1512.000000,1463.599976,1484.500000,1452.087769,1801064
2018-11-01,1478.000000,1516.949951,1469.800049,1505.550049,1472.678223,953639
2018-11-02,1512.000000,1523.949951,1486.150024,1499.250000,1466.515503,924743
2018-11-05,1499.500000,1501.550049,1454.500000,1466.449951,1434.431641,835508
2018-11-06,1466.000000,1484.000000,1443.750000,1477.800049,1445.533936,873983
2018-11-07,1490.000000,1505.000000,1480.900024,1497.500000,1464.803833,138777
2018-11-09,1504.900024,1562.849976,1504.000000,1548.949951,1515.130371,1937340
2018-11-12,1547.000000,1562.949951,1497.150024,1511.750000,1478.742676,1464492
2018-11-13,1510.000000,1537.000000,1485.650024,1530.599976,1497.181152,953328
2018-11-14,1543.349976,1554.699951,1484.349976,1503.849976,1471.015015,2290976
2018-11-15,1509.000000,1548.000000,1486.199951,1530.800049,1497.376831,1004108
2018-11-16,1530.800049,1575.000000,1527.599976,1558.699951,1524.667480,1664868
2018-11-19,1565.000000,1578.000000,1545.000000,1562.250000,1528.140015,755395
2018-11-20,1555.000000,1569.000000,1530.099976,1534.300049,1500.800415,508270
2018-11-21,1546.900024,1552.500000,1524.750000,1538.599976,1505.006470,841267
2018-11-22,1544.000000,1573.000000,1510.099976,1529.300049,1495.909546,1282102
2018-11-26,1534.000000,1555.000000,1499.150024,1506.050049,1473.167236,1535951
2018-11-27,1513.949951,1530.000000,1496.099976,1523.150024,1489.893799,1263798
2018-11-28,1520.000000,1525.650024,1467.000000,1480.099976,1447.783691,772057
2018-11-29,1485.000000,1490.599976,1445.400024,1456.550049,1424.747925,1613812
2018-11-30,1461.000000,1481.099976,1420.000000,1439.349976,1407.923584,12273274
2018-12-03,1424.699951,1469.900024,1420.050049,1456.750000,1424.943604,952050
2018-12-04,1462.300049,1499.900024,1451.349976,1493.099976,1460.499878,1136996
2018-12-05,1490.099976,1502.800049,1463.050049,1480.349976,1448.028198,838036
2018-12-06,1480.000000,1490.000000,1446.199951,1459.400024,1427.535645,679445
2018-12-07,1472.000000,1497.900024,1455.199951,1491.800049,1459.228271,839928
2018-12-10,1465.099976,1485.000000,1452.949951,1472.650024,1440.496460,569332
2018-12-11,1456.000000,1506.449951,1455.000000,1478.050049,1445.778442,648455
2018-12-12,1485.000000,1535.000000,1483.449951,1528.900024,1495.518311,845326
2018-12-13,1536.000000,1553.150024,1515.750000,1522.000000,1488.768799,773320
2018-12-14,1518.099976,1529.349976,1477.250000,1491.400024,1458.837036,793454
2018-12-17,1498.900024,1516.900024,1475.500000,1483.099976,1450.718140,594795
2018-12-18,1483.900024,1501.449951,1475.900024,1496.400024,1463.727905,545698
2018-12-19,1505.000000,1525.900024,1485.000000,1516.150024,1483.046631,650629
2018-12-20,1500.599976,1523.900024,1500.599976,1512.599976,1479.574097,451924
2018-12-21,1514.949951,1519.000000,1470.199951,1474.800049,1442.599487,552808
2018-12-24,1489.500000,1490.000000,1433.550049,1447.150024,1415.553223,849081
2018-12-26,1438.400024,1459.000000,1428.050049,1455.800049,1424.014282,345177
2018-12-27,1465.000000,1480.000000,1448.150024,1471.150024,1439.029175,434791
2018-12-28,1475.099976,1482.000000,1462.050049,1467.199951,1435.165283,305371
2018-12-31,1475.000000,1493.500000,1465.000000,1482.650024,1450.277954,420785
2019-01-01,1485.000000,1491.050049,1469.050049,1475.449951,1443.235107,254899
2019-01-02,1476.900024,1483.599976,1461.400024,1470.900024,1438.784546,247208
2019-01-03,1479.599976,1482.800049,1432.099976,1437.900024,1406.505127,536515
2019-01-04,1437.900024,1471.199951,1428.250000,1460.500000,1428.611694,391849
2019-01-07,1470.000000,1495.000000,1461.349976,1486.000000,1453.554810,456830
2019-01-08,1488.800049,1490.000000,1455.099976,1458.849976,1426.997559,345960
2019-01-09,1460.849976,1477.000000,1460.000000,1473.250000,1441.083252,248643
2019-01-10,1470.699951,1525.550049,1467.250000,1520.449951,1487.252563,1072651
2019-01-11,1519.949951,1533.699951,1497.849976,1505.150024,1472.286865,1149372
2019-01-14,1504.900024,1538.849976,1504.250000,1530.449951,1497.034302,965710
2019-01-15,1531.000000,1535.000000,1515.500000,1522.199951,1488.964478,383535
2019-01-16,1526.050049,1526.050049,1512.650024,1519.800049,1486.616943,362391
2019-01-17,1526.000000,1548.000000,1499.199951,1505.349976,1472.482422,927211
2019-01-18,1512.750000,1520.000000,1483.449951,1509.150024,1476.199463,454592
2019-01-21,1515.000000,1518.150024,1493.650024,1497.199951,1464.510254,351617
2019-01-22,1492.000000,1521.800049,1485.000000,1503.650024,1470.819580,710962
2019-01-23,1508.000000,1512.550049,1496.050049,1503.300049,1470.477295,302963
2019-01-24,1508.300049,1518.000000,1489.599976,1493.250000,1460.646606,365424
2019-01-25,1500.500000,1508.000000,1487.000000,1495.349976,1462.700806,195017
2019-01-28,1499.400024,1499.400024,1460.099976,1473.449951,1441.278809,211598
2019-01-29,1475.000000,1514.900024,1466.000000,1504.800049,1471.944458,424613
2019-01-30,1505.949951,1512.949951,1492.050049,1503.150024,1470.330566,218871
2019-01-31,1508.900024,1519.900024,1494.500000,1506.199951,1473.313721,512854
2019-02-01,1511.199951,1548.050049,1488.650024,1532.349976,1498.892822,609053
2019-02-04,1563.949951,1619.949951,1546.250000,1609.449951,1574.309448,2399611
2019-02-05,1615.800049,1637.000000,1610.199951,1616.150024,1580.863281,1031235
2019-02-06,1616.150024,1659.949951,1610.000000,1653.250000,1617.153320,916887
2019-02-07,1645.000000,1675.000000,1640.050049,1670.150024,1633.684204,753538
2019-02-08,1667.000000,1700.000000,1656.000000,1685.099976,1648.307739,1045291
2019-02-11,1677.099976,1680.000000,1626.000000,1635.000000,1599.301636,880642
2019-02-12,1638.000000,1651.199951,1613.199951,1638.099976,1602.333984,795159
2019-02-14,1640.000000,1648.949951,1615.050049,1637.449951,1601.698120,469510
2019-02-15,1617.000000,1629.400024,1530.650024,1621.349976,1585.949707,2159194
2019-02-18,1617.900024,1621.050049,1559.000000,1574.750000,1540.367188,890862
2019-02-19,1570.050049,1617.699951,1525.000000,1587.849976,1553.181030,1840314
2019-02-20,1594.900024,1594.900024,1553.449951,1560.550049,1526.477295,775963
2019-02-21,1553.099976,1560.650024,1540.000000,1550.000000,1516.157593,799999
2019-02-22,1550.099976,1573.449951,1546.699951,1565.000000,1530.830078,611185
2019-02-25,1573.000000,1604.900024,1561.000000,1594.750000,1559.930420,599083
2019-02-26,1570.000000,1629.900024,1570.000000,1621.449951,1586.047363,857201
2019-02-27,1628.000000,1650.000000,1618.000000,1638.449951,1602.676392,556471
2019-02-28,1650.000000,1663.400024,1635.000000,1654.250000,1618.131470,578587
2019-03-01,1650.050049,1675.000000,1650.050049,1669.800049,1633.341919,480280
2019-03-05,1674.000000,1682.949951,1659.250000,1663.699951,1627.374878,529749
2019-03-06,1670.000000,1725.000000,1652.050049,1705.900024,1668.653564,692075
2019-03-07,1707.000000,1714.449951,1642.000000,1650.900024,1614.854614,800855
2019-03-08,1658.000000,1665.900024,1636.000000,1647.400024,1611.431030,428683
2019-03-11,1650.099976,1695.349976,1650.099976,1690.650024,1653.736694,637436
2019-03-12,1700.000000,1729.900024,1692.650024,1699.949951,1662.833496,885899
2019-03-13,1700.000000,1712.250000,1661.400024,1667.000000,1630.603027,639516
2019-03-14,1676.650024,1704.000000,1671.349976,1694.500000,1657.502441,672355
2019-03-15,1697.000000,1726.599976,1695.000000,1708.000000,1670.707764,830304
2019-03-18,1718.000000,1722.550049,1684.099976,1689.349976,1652.464966,464384
2019-03-19,1698.000000,1713.349976,1681.550049,1696.000000,1658.969849,283112
2019-03-20,1694.000000,1711.000000,1671.250000,1675.349976,1638.770630,426057
2019-03-22,1680.099976,1691.599976,1655.550049,1663.650024,1627.326172,459571
2019-03-25,1659.800049,1710.000000,1651.099976,1705.750000,1668.506836,684585
2019-03-26,1710.000000,1774.949951,1686.650024,1707.849976,1670.561157,509657
2019-03-27,1706.000000,1720.000000,1661.050049,1665.900024,1629.526978,460961
2019-03-28,1669.900024,1699.000000,1641.500000,1654.550049,1618.424805,1681103
2019-04-01,1709.000000,1742.000000,1709.000000,1723.300049,1685.673706,888473
2019-04-02,1725.500000,1734.400024,1693.699951,1699.050049,1661.953247,508894
2019-04-03,1707.550049,1707.550049,1665.449951,1675.800049,1639.210938,393202
2019-04-04,1679.949951,1714.000000,1675.800049,1701.050049,1663.909546,590246
2019-04-05,1707.000000,1722.599976,1691.150024,1719.000000,1681.467651,464487
2019-04-08,1714.699951,1719.000000,1677.199951,1684.449951,1647.671997,461738
2019-04-09,1693.000000,1719.750000,1685.250000,1715.849976,1678.386353,392667
2019-04-10,1713.849976,1732.500000,1706.000000,1722.550049,1684.940063,484391
2019-04-11,1715.500000,1723.949951,1704.050049,1718.400024,1680.880737,357943
2019-04-12,1717.000000,1736.750000,1713.000000,1732.099976,1694.281494,370739
2019-04-15,1730.000000,1749.000000,1720.300049,1744.849976,1706.753296,422148
2019-04-16,1748.300049,1753.900024,1711.300049,1714.599976,1677.163696,530087
2019-04-18,1716.000000,1731.750000,1713.000000,1724.349976,1686.700806,334997
2019-04-22,1721.000000,1737.800049,1695.000000,1701.500000,1664.349609,324129
2019-04-23,1703.000000,1713.099976,1682.199951,1686.949951,1650.117310,340440
2019-04-24,1687.000000,1750.000000,1687.000000,1742.699951,1704.650146,573966
2019-04-25,1736.250000,1742.500000,1710.550049,1716.300049,1678.826538,334093
2019-04-26,1733.949951,1739.949951,1716.150024,1722.349976,1684.744385,333124
2019-04-30,1722.349976,1750.000000,1707.050049,1746.849976,1708.709595,557187
2019-05-02,1741.400024,1771.449951,1707.099976,1714.300049,1676.870239,686686
2019-05-03,1718.000000,1725.000000,1696.250000,1701.900024,1664.740967,344975
2019-05-06,1697.949951,1714.099976,1690.050049,1694.650024,1657.649292,246788
2019-05-07,1670.000000,1706.300049,1670.000000,1689.150024,1652.269287,559625
2019-05-08,1686.599976,1695.900024,1654.099976,1668.500000,1632.070190,443167
2019-05-09,1661.500000,1664.750000,1615.000000,1625.550049,1590.057983,553836
2019-05-10,1609.199951,1657.800049,1603.000000,1650.349976,1614.316528,637110
2019-05-13,1652.800049,1652.800049,1613.900024,1625.150024,1589.666748,255768
2019-05-14,1634.849976,1634.849976,1594.000000,1617.349976,1582.037109,422106
2019-05-15,1610.500000,1654.000000,1602.000000,1608.849976,1573.722534,639846
2019-05-16,1612.199951,1648.349976,1597.900024,1640.300049,1604.485962,494855
2019-05-17,1636.000000,1653.000000,1622.099976,1632.699951,1597.051758,363216
2019-05-20,1680.000000,1690.000000,1640.000000,1659.699951,1623.462280,482091
2019-05-21,1658.000000,1715.000000,1658.000000,1696.500000,1659.458862,494321
2019-05-22,1704.900024,1706.199951,1670.000000,1680.199951,1643.514771,342013
2019-05-23,1710.000000,1744.000000,1692.000000,1732.449951,1694.623901,543073
2019-05-24,1742.099976,1774.000000,1737.000000,1765.650024,1727.099121,572794
2019-05-27,1729.500000,1730.050049,1578.050049,1593.449951,1558.658813,3084161
2019-05-28,1600.000000,1629.000000,1585.599976,1617.849976,1582.526001,1231843
2019-05-29,1618.000000,1624.400024,1585.199951,1589.099976,1554.403809,474654
2019-05-30,1599.000000,1626.800049,1580.800049,1585.449951,1550.833374,925477
2019-05-31,1595.949951,1609.800049,1583.000000,1592.300049,1557.533936,787381
2019-06-03,1597.250000,1621.000000,1566.550049,1616.250000,1580.960938,765932
2019-06-04,1610.000000,1610.000000,1580.400024,1586.349976,1551.713867,803652
2019-06-06,1598.000000,1598.000000,1554.449951,1580.349976,1545.844849,925968
2019-06-07,1575.000000,1580.650024,1553.050049,1566.250000,1532.052734,632011
